State,,County Name,,,,Median Home Price Q4 2023,,,"Monthly Payment Q4
2023",,,"Monthly Payment
Q4 2022",,,,,
,,Randolph County,,,,"$105,120",,,$650,,,$570,,,,,
,,Ripley County,,,,"$202,910",,,"$1,250",,,"$1,090",,,,,
,,Rush County,,,,"$158,540",,,$980,,,$850,,,,,
,,St. Joseph County,,,,"$200,640",,,"$1,240",,,"$1,090",,,,,
,,Scott County,,,,"$147,770",,,$910,,,$800,,,,,
,,Shelby County,,,,"$183,790",,,"$1,130",,,$990,,,,,
,,Spencer County,,,,"$181,160",,,"$1,120",,,$980,,,,,
,,Starke County,,,,"$156,820",,,$970,,,$850,,,,,
,,Steuben County,,,,"$201,940",,,"$1,250",,,"$1,090",,,,,
,,Sullivan County,,,,"$125,070",,,$770,,,$670,,,,,
,,Switzerland County,,,,"$174,480",,,"$1,080",,,$940,,,,,
,,Tippecanoe County,,,,"$241,570",,,"$1,490",,,"$1,280",,,,,
,,Tipton County,,,,"$169,590",,,"$1,050",,,$880,,,,,
,,Union County,,,,"$161,020",,,$990,,,$870,,,,,
,,Vanderburgh County,,,,"$176,180",,,"$1,090",,,$960,,,,,
,,Vermillion County,,,,"$107,920",,,$670,,,$580,,,,,
,,Vigo County,,,,"$158,400",,,$980,,,$850,,,,,
,,Wabash County,,,,"$146,260",,,$900,,,$790,,,,,
,,Warren County,,,,"$163,060",,,"$1,010",,,$880,,,,,
,,Warrick County,,,,"$266,080",,,"$1,640",,,"$1,450",,,,,
,,Washington County,,,,"$166,860",,,"$1,030",,,$920,,,,,
,,Wayne County,,,,"$144,320",,,$890,,,$780,,,,,
,,Wells County,,,,"$175,270",,,"$1,080",,,$940,,,,,
,,White County,,,,"$165,000",,,"$1,020",,,$890,,,,,
,,Whitley County,,,,"$206,240",,,"$1,270",,,"$1,100",,,,,
,,Adair County,,,,"$138,420",,,$850,,,$760,,,,,
,,Adams County,,,,"$115,070",,,$710,,,$640,,,,,
,,Allamakee County,,,,"$165,030",,,"$1,020",,,$910,,,,,
,,Appanoose County,,,,"$119,800",,,$740,,,$660,,,,,
,,Audubon County,,,,"$105,070",,,$650,,,$580,,,,,
,,Benton County,,,,"$206,190",,,"$1,270",,,"$1,100",,,,,
,,Black Hawk County,,,,"$199,500",,,"$1,230",,,"$1,040",,,,,
,,Boone County,,,,"$180,490",,,"$1,110",,,"$1,000",,,,,
,,Bremer County,,,,"$224,920",,,"$1,390",,,"$1,180",,,,,
,,Buchanan County,,,,"$174,810",,,"$1,080",,,$970,,,,,
,,Buena Vista County,,,,"$145,250",,,$900,,,$800,,,,,
,,Butler County,,,,"$153,880",,,$950,,,$850,,,,,
,,Calhoun County,,,,"$110,330",,,$680,,,$610,,,,,
,,Carroll County,,,,"$170,390",,,"$1,050",,,$940,,,,,
,,Cass County,,,,"$134,000",,,$830,,,$740,,,,,
,,Cedar County,,,,"$190,060",,,"$1,170",,,"$1,050",,,,,
,,Cerro Gordo County,,,,"$152,720",,,$940,,,$840,,,,,
,,Cherokee County,,,,"$152,820",,,$940,,,$840,,,,,
,,Chickasaw County,,,,"$159,560",,,$980,,,$880,,,,,
,,Clarke County,,,,"$133,790",,,$830,,,$740,,,,,
,,Clay County,,,,"$159,240",,,$980,,,$880,,,,,
,,Clayton County,,,,"$157,240",,,$970,,,$870,,,,,
,,Clinton County,,,,"$152,400",,,$940,,,$840,,,,,
,,Crawford County,,,,"$124,530",,,$770,,,$690,,,,,
,,Dallas County,,,,"$376,520",,,"$2,320",,,"$2,090",,,,,
,,Davis County,,,,"$147,570",,,$910,,,$810,,,,,
,,Decatur County,,,,"$102,020",,,$630,,,$560,,,,,
,,Delaware County,,,,"$162,610",,,"$1,000",,,$900,,,,,
,,Des Moines County,,,,"$142,310",,,$880,,,$790,,,,,
,,Dickinson County,,,,"$248,330",,,"$1,530",,,"$1,370",,,,,
,,Dubuque County,,,,"$242,770",,,"$1,500",,,"$1,310",,,,,
,,Emmet County,,,,"$108,020",,,$670,,,$600,,,,,
,,Fayette County,,,,"$129,370",,,$800,,,$710,,,,,
,,Floyd County,,,,"$135,470",,,$840,,,$750,,,,,
,,Franklin County,,,,"$113,800",,,$700,,,$630,,,,,
,,Fremont County,,,,"$147,670",,,$910,,,$820,,,,,
,,Greene County,,,,"$125,270",,,$770,,,$690,,,,,
,,Grundy County,,,,"$184,620",,,"$1,140",,,$970,,,,,
,,Guthrie County,,,,"$160,130",,,$990,,,$890,,,,,
,,Hamilton County,,,,"$122,010",,,$750,,,$670,,,,,
,,Hancock County,,,,"$122,010",,,$750,,,$670,,,,,
,,Hardin County,,,,"$114,960",,,$710,,,$630,,,,,
,,Harrison County,,,,"$163,350",,,"$1,010",,,$880,,,,,
,,Henry County,,,,"$152,720",,,$940,,,$840,,,,,
,,Howard County,,,,"$131,580",,,$810,,,$730,,,,,
,,Humboldt County,,,,"$141,260",,,$870,,,$780,,,,,
,,Ida County,,,,"$113,590",,,$700,,,$630,,,,,
,,Iowa County,,,,"$184,690",,,"$1,140",,,"$1,020",,,,,
,,Jackson County,,,,"$170,490",,,"$1,050",,,$940,,,,,
,,Jasper County,,,,"$172,280",,,"$1,060",,,$950,,,,,
,,Jefferson County,,,,"$148,830",,,$920,,,$820,,,,,
,,Johnson County,,,,"$285,720",,,"$1,760",,,"$1,590",,,,,
,,Jones County,,,,"$180,230",,,"$1,110",,,$960,,,,,
,,Keokuk County,,,,"$110,960",,,$680,,,$610,,,,,
,,Kossuth County,,,,"$124,950",,,$770,,,$690,,,,,
,,Lee County,,,,"$127,270",,,$790,,,$700,,,,,
,,Linn County,,,,"$213,610",,,"$1,320",,,"$1,140",,,,,
,,Louisa County,,,,"$132,000",,,$810,,,$730,,,,,
,,Lucas County,,,,"$116,750",,,$720,,,$640,,,,,
,,Lyon County,,,,"$200,680",,,"$1,240",,,"$1,110",,,,,
,,Madison County,,,,"$241,080",,,"$1,490",,,"$1,340",,,,,
,,Mahaska County,,,,"$142,100",,,$880,,,$780,,,,,
,,Marion County,,,,"$202,260",,,"$1,250",,,"$1,120",,,,,
,,Marshall County,,,,"$132,420",,,$820,,,$730,,,,,
,,Mills County,,,,"$242,340",,,"$1,500",,,"$1,310",,,,,
,,Mitchell County,,,,"$156,930",,,$970,,,$870,,,,,
,,Monona County,,,,"$114,330",,,$710,,,$630,,,,,
,,Monroe County,,,,"$134,630",,,$830,,,$740,,,,,
,,Montgomery County,,,,"$104,440",,,$640,,,$580,,,,,
,,Muscatine County,,,,"$167,230",,,"$1,030",,,$920,,,,,
,,O'Brien County,,,,"$149,250",,,$920,,,$820,,,,,
,,Osceola County,,,,"$120,750",,,$750,,,$670,,,,,
,,Page County,,,,"$118,220",,,$730,,,$650,,,,,
,,Palo Alto County,,,,"$123,060",,,$760,,,$680,,,,,
,,Plymouth County,,,,"$210,150",,,"$1,300",,,"$1,160",,,,,
,,Pocahontas County,,,,"$95,080",,,$590,,,$520,,,,,
,,Polk County,,,,"$263,880",,,"$1,630",,,"$1,470",,,,,
,,Pottawattamie County,,,,"$208,270",,,"$1,290",,,"$1,130",,,,,
,,Poweshiek County,,,,"$182,590",,,"$1,130",,,"$1,010",,,,,
,,Ringgold County,,,,"$150,510",,,$930,,,$830,,,,,
,,Sac County,,,,"$125,690",,,$780,,,$690,,,,,
,,Scott County,,,,"$210,520",,,"$1,300",,,"$1,140",,,,,
,,Shelby County,,,,"$160,820",,,$990,,,$890,,,,,
,,Sioux County,,,,"$232,130",,,"$1,430",,,"$1,280",,,,,
,,Story County,,,,"$258,560",,,"$1,600",,,"$1,460",,,,,
,,Tama County,,,,"$136,100",,,$840,,,$750,,,,,
,,Taylor County,,,,"$109,910",,,$680,,,$610,,,,,
,,Union County,,,,"$119,690",,,$740,,,$660,,,,,
,,Van Buren County,,,,"$113,280",,,$700,,,$630,,,,,
,,Wapello County,,,,"$111,280",,,$690,,,$610,,,,,
,,Warren County,,,,"$245,050",,,"$1,510",,,"$1,360",,,,,
,,Washington County,,,,"$189,860",,,"$1,170",,,"$1,060",,,,,
,,Wayne County,,,,"$103,810",,,$640,,,$570,,,,,
,,Webster County,,,,"$137,150",,,$850,,,$760,,,,,
,,Winnebago County,,,,"$128,000",,,$790,,,$710,,,,,
,,Winneshiek County,,,,"$237,070",,,"$1,460",,,"$1,310",,,,,
,,Woodbury County,,,,"$189,850",,,"$1,170",,,"$1,040",,,,,
,,Worth County,,,,"$137,360",,,$850,,,$760,,,,,
,,Wright County,,,,"$110,860",,,$680,,,$610,,,,,
,,Allen County,,,,"$100,370",,,$620,,,$560,,,,,
,,Anderson County,,,,"$148,620",,,$920,,,$820,,,,,
,,Atchison County,,,,"$129,420",,,$800,,,$720,,,,,
,,Barber County,,,,"$87,370",,,$540,,,$480,,,,,
,,Barton County,,,,"$118,730",,,$730,,,$660,,,,,
,,Bourbon County,,,,"$100,270",,,$620,,,$560,,,,,
,,Brown County,,,,"$114,010",,,$700,,,$630,,,,,
,,Butler County,,,,"$212,190",,,"$1,310",,,"$1,110",,,,,
,,Chase County,,,,"$113,590",,,$700,,,$630,,,,,
,,Chautauqua County,,,,"$61,250",,,$380,,,$340,,,,,
,,Cherokee County,,,,"$96,280",,,$590,,,$530,,,,,
,,Cheyenne County,,,,"$120,300",,,$740,,,$670,,,,,
,,Clark County,,,,"$82,330",,,$510,,,$460,,,,,
,,Clay County,,,,"$143,270",,,$880,,,$790,,,,,
,,Cloud County,,,,"$95,550",,,$590,,,$530,,,,,
,,Coffey County,,,,"$137,600",,,$850,,,$760,,,,,
,,Comanche County,,,,"$66,910",,,$410,,,$370,,,,,
,,Cowley County,,,,"$109,080",,,$670,,,$600,,,,,
,,Crawford County,,,,"$119,670",,,$740,,,$660,,,,,
,,Decatur County,,,,"$79,810",,,$490,,,$440,,,,,
,,Dickinson County,,,,"$143,690",,,$890,,,$800,,,,,
,,Doniphan County,,,,"$124,190",,,$770,,,$680,,,,,
,,Douglas County,,,,"$336,140",,,"$2,070",,,"$1,790",,,,,
,,Edwards County,,,,"$68,700",,,$420,,,$380,,,,,
,,Elk County,,,,"$59,890",,,$370,,,$330,,,,,
,,Ellis County,,,,"$208,820",,,"$1,290",,,"$1,160",,,,,
,,Ellsworth County,,,,"$114,740",,,$710,,,$640,,,,,
,,Finney County,,,,"$192,880",,,"$1,190",,,"$1,070",,,,,
,,Ford County,,,,"$127,430",,,$790,,,$710,,,,,
,,Franklin County,,,,"$188,000",,,"$1,160",,,"$1,020",,,,,
,,Geary County,,,,"$172,360",,,"$1,060",,,$940,,,,,
,,Gove County,,,,"$118,310",,,$730,,,$660,,,,,
,,Graham County,,,,"$91,670",,,$570,,,$510,,,,,
,,Grant County,,,,"$155,010",,,$960,,,$860,,,,,
,,Gray County,,,,"$170,330",,,"$1,050",,,$940,,,,,
,,Greeley County,,,,"$121,350",,,$750,,,$670,,,,,
,,Greenwood County,,,,"$68,070",,,$420,,,$380,,,,,
,,Hamilton County,,,,"$122,500",,,$760,,,$680,,,,,
,,Harper County,,,,"$84,950",,,$520,,,$470,,,,,
,,Harvey County,,,,"$178,240",,,"$1,100",,,$930,,,,,
,,Haskell County,,,,"$138,970",,,$860,,,$770,,,,,
,,Hodgeman County,,,,"$90,300",,,$560,,,$500,,,,,
,,Jackson County,,,,"$182,170",,,"$1,120",,,$980,,,,,
,,Jefferson County,,,,"$207,920",,,"$1,280",,,"$1,120",,,,,
,,Jewell County,,,,"$61,250",,,$380,,,$340,,,,,
,,Johnson County,,,,"$395,700",,,"$2,440",,,"$2,150",,,,,
,,Kearny County,,,,"$150,190",,,$930,,,$830,,,,,
,,Kingman County,,,,"$102,260",,,$630,,,$570,,,,,
,,Kiowa County,,,,"$127,540",,,$790,,,$710,,,,,
,,Labette County,,,,"$99,220",,,$610,,,$550,,,,,
,,Lane County,,,,"$86,320",,,$530,,,$480,,,,,
,,Leavenworth County,,,,"$280,010",,,"$1,730",,,"$1,520",,,,,
,,Lincoln County,,,,"$98,690",,,$610,,,$550,,,,,
,,Linn County,,,,"$158,750",,,$980,,,$860,,,,,
,,Logan County,,,,"$121,770",,,$750,,,$670,,,,,
,,Lyon County,,,,"$142,740",,,$880,,,$790,,,,,
,,McPherson County,,,,"$189,730",,,"$1,170",,,"$1,050",,,,,
,,Marion County,,,,"$120,300",,,$740,,,$670,,,,,
,,Marshall County,,,,"$117,780",,,$730,,,$650,,,,,
,,Meade County,,,,"$144,210",,,$890,,,$800,,,,,
,,Miami County,,,,"$271,120",,,"$1,670",,,"$1,470",,,,,
,,Mitchell County,,,,"$105,620",,,$650,,,$580,,,,,
,,Montgomery County,,,,"$94,600",,,$580,,,$520,,,,,
,,Morris County,,,,"$117,150",,,$720,,,$650,,,,,
,,Morton County,,,,"$100,690",,,$620,,,$560,,,,,
,,Nemaha County,,,,"$183,020",,,"$1,130",,,"$1,010",,,,,
,,Neosho County,,,,"$104,250",,,$640,,,$580,,,,,
,,Ness County,,,,"$84,320",,,$520,,,$470,,,,,
,,Norton County,,,,"$115,160",,,$710,,,$640,,,,,
,,Osage County,,,,"$149,100",,,$920,,,$800,,,,,
,,Osborne County,,,,"$84,530",,,$520,,,$470,,,,,
,,Ottawa County,,,,"$165,500",,,"$1,020",,,$920,,,,,
,,Pawnee County,,,,"$98,380",,,$610,,,$540,,,,,
,,Phillips County,,,,"$100,060",,,$620,,,$550,,,,,
,,Pottawatomie County,,,,"$235,190",,,"$1,450",,,"$1,290",,,,,
,,Pratt County,,,,"$116,520",,,$720,,,$650,,,,,
,,Rawlins County,,,,"$113,800",,,$700,,,$630,,,,,
,,Reno County,,,,"$125,020",,,$770,,,$690,,,,,
,,Republic County,,,,"$74,470",,,$460,,,$410,,,,,
,,Rice County,,,,"$91,980",,,$570,,,$510,,,,,
,,Riley County,,,,"$231,260",,,"$1,430",,,"$1,270",,,,,
,,Rooks County,,,,"$92,510",,,$570,,,$510,,,,,
,,Rush County,,,,"$78,560",,,$480,,,$430,,,,,
,,Russell County,,,,"$108,550",,,$670,,,$600,,,,,
,,Saline County,,,,"$169,800",,,"$1,050",,,$940,,,,,
,,Scott County,,,,"$174,210",,,"$1,070",,,$960,,,,,
,,Sedgwick County,,,,"$220,100",,,"$1,360",,,"$1,150",,,,,
,,Seward County,,,,"$132,150",,,$820,,,$730,,,,,
,,Shawnee County,,,,"$179,800",,,"$1,110",,,$970,,,,,
,,Sheridan County,,,,"$141,480",,,$870,,,$780,,,,,
,,Sherman County,,,,"$129,950",,,$800,,,$720,,,,,
,,Smith County,,,,"$88,000",,,$540,,,$490,,,,,
,,Stafford County,,,,"$100,790",,,$620,,,$560,,,,,
,,Stanton County,,,,"$77,610",,,$480,,,$430,,,,,
,,Stevens County,,,,"$140,330",,,$870,,,$780,,,,,
,,Sumner County,,,,"$129,590",,,$800,,,$680,,,,,
,,Thomas County,,,,"$173,370",,,"$1,070",,,$960,,,,,
,,Trego County,,,,"$120,510",,,$740,,,$670,,,,,
,,Wabaunsee County,,,,"$182,710",,,"$1,130",,,$980,,,,,
,,Wallace County,,,,"$100,900",,,$620,,,$560,,,,,
,,Washington County,,,,"$111,280",,,$690,,,$620,,,,,
,,Wichita County,,,,"$101,420",,,$630,,,$560,,,,,
,,Wilson County,,,,"$96,180",,,$590,,,$530,,,,,
,,Woodson County,,,,"$89,460",,,$550,,,$500,,,,,
,,Wyandotte County,,,,"$186,920",,,"$1,150",,,"$1,010",,,,,
,,Adair County,,,,"$135,870",,,$840,,,$740,,,,,
,,Allen County,,,,"$171,530",,,"$1,060",,,$930,,,,,
,,Anderson County,,,,"$212,860",,,"$1,310",,,"$1,150",,,,,
,,Ballard County,,,,"$109,210",,,$670,,,$590,,,,,
,,Barren County,,,,"$167,890",,,"$1,040",,,$910,,,,,
,,Bath County,,,,"$108,460",,,$670,,,$590,,,,,
,,Bell County,,,,"$82,120",,,$510,,,$450,,,,,
,,Boone County,,,,"$290,990",,,"$1,800",,,"$1,550",,,,,
,,Bourbon County,,,,"$201,320",,,"$1,240",,,"$1,090",,,,,
,,Boyd County,,,,"$144,010",,,$890,,,$750,,,,,
,,Boyle County,,,,"$192,510",,,"$1,190",,,"$1,040",,,,,
,,Bracken County,,,,"$125,680",,,$780,,,$670,,,,,
,,Breathitt County,,,,"$62,960",,,$390,,,$340,,,,,
,,Breckinridge County,,,,"$133,630",,,$820,,,$720,,,,,
,,Bullitt County,,,,"$254,080",,,"$1,570",,,"$1,400",,,,,
,,Butler County,,,,"$109,430",,,$680,,,$590,,,,,
,,Caldwell County,,,,"$110,500",,,$680,,,$600,,,,,
,,Calloway County,,,,"$181,060",,,"$1,120",,,$980,,,,,
,,Campbell County,,,,"$264,460",,,"$1,630",,,"$1,410",,,,,
,,Carlisle County,,,,"$96,470",,,$600,,,$520,,,,,
,,Carroll County,,,,"$137,160",,,$850,,,$740,,,,,
,,Carter County,,,,"$130,950",,,$810,,,$710,,,,,
,,Casey County,,,,"$133,090",,,$820,,,$720,,,,,
,,Christian County,,,,"$163,840",,,"$1,010",,,$910,,,,,
,,Clark County,,,,"$196,490",,,"$1,210",,,"$1,060",,,,,
,,Clay County,,,,"$78,700",,,$490,,,$430,,,,,
,,Clinton County,,,,"$97,010",,,$600,,,$530,,,,,
,,Crittenden County,,,,"$112,750",,,$700,,,$610,,,,,
,,Cumberland County,,,,"$135,020",,,$830,,,$730,,,,,
,,Daviess County,,,,"$192,280",,,"$1,190",,,"$1,050",,,,,
,,Edmonson County,,,,"$117,430",,,$720,,,$670,,,,,
,,Elliott County,,,,"$96,790",,,$600,,,$520,,,,,
,,Estill County,,,,"$107,710",,,$660,,,$580,,,,,
,,Fayette County,,,,"$307,930",,,"$1,900",,,"$1,670",,,,,
,,Fleming County,,,,"$117,030",,,$720,,,$630,,,,,
,,Floyd County,,,,"$96,260",,,$590,,,$520,,,,,
,,Franklin County,,,,"$197,010",,,"$1,220",,,"$1,070",,,,,
,,Fulton County,,,,"$80,300",,,$500,,,$440,,,,,
,,Gallatin County,,,,"$168,810",,,"$1,040",,,$900,,,,,
,,Garrard County,,,,"$182,880",,,"$1,130",,,$990,,,,,
,,Grant County,,,,"$189,550",,,"$1,170",,,"$1,010",,,,,
,,Graves County,,,,"$144,440",,,$890,,,$780,,,,,
,,Grayson County,,,,"$151,510",,,$930,,,$820,,,,,
,,Green County,,,,"$103,970",,,$640,,,$560,,,,,
,,Greenup County,,,,"$147,580",,,$910,,,$770,,,,,
,,Hancock County,,,,"$123,800",,,$760,,,$680,,,,,
,,Hardin County,,,,"$231,050",,,"$1,430",,,"$1,190",,,,,
,,Harlan County,,,,"$76,340",,,$470,,,$410,,,,,
,,Harrison County,,,,"$182,660",,,"$1,130",,,$990,,,,,
,,Hart County,,,,"$123,670",,,$760,,,$670,,,,,
,,Henderson County,,,,"$165,980",,,"$1,020",,,$910,,,,,
,,Henry County,,,,"$170,440",,,"$1,050",,,$940,,,,,
,,Hickman County,,,,"$120,670",,,$740,,,$650,,,,,
,,Hopkins County,,,,"$134,700",,,$830,,,$730,,,,,
,,Jackson County,,,,"$109,110",,,$670,,,$590,,,,,
,,Jefferson County,,,,"$256,190",,,"$1,580",,,"$1,410",,,,,
,,Jessamine County,,,,"$243,360",,,"$1,500",,,"$1,320",,,,,
,,Johnson County,,,,"$140,160",,,$860,,,$760,,,,,
,,Kenton County,,,,"$243,600",,,"$1,500",,,"$1,300",,,,,
,,Knott County,,,,"$71,310",,,$440,,,$390,,,,,
,,Knox County,,,,"$116,920",,,$720,,,$630,,,,,
,,Larue County,,,,"$184,210",,,"$1,140",,,$950,,,,,
,,Laurel County,,,,"$151,290",,,$930,,,$820,,,,,
,,Lawrence County,,,,"$107,390",,,$660,,,$580,,,,,
,,Lee County,,,,"$82,870",,,$510,,,$450,,,,,
,,Leslie County,,,,"$83,410",,,$510,,,$450,,,,,
,,Letcher County,,,,"$70,670",,,$440,,,$380,,,,,
,,Lewis County,,,,"$89,300",,,$550,,,$480,,,,,
,,Lincoln County,,,,"$139,300",,,$860,,,$760,,,,,
,,Livingston County,,,,"$115,740",,,$710,,,$630,,,,,
,,Logan County,,,,"$143,690",,,$890,,,$780,,,,,
,,Lyon County,,,,"$175,700",,,"$1,080",,,$950,,,,,
,,McCracken County,,,,"$205,900",,,"$1,270",,,"$1,120",,,,,
,,McCreary County,,,,"$91,330",,,$560,,,$500,,,,,
,,McLean County,,,,"$147,760",,,$910,,,$810,,,,,
,,Madison County,,,,"$234,590",,,"$1,450",,,"$1,270",,,,,
,,Magoffin County,,,,"$89,300",,,$550,,,$480,,,,,
,,Marion County,,,,"$150,970",,,$930,,,$820,,,,,
,,Marshall County,,,,"$171,960",,,"$1,060",,,$930,,,,,
,,Martin County,,,,"$98,290",,,$610,,,$530,,,,,
,,Mason County,,,,"$167,670",,,"$1,030",,,$910,,,,,
,,Meade County,,,,"$197,660",,,"$1,220",,,"$1,090",,,,,
,,Menifee County,,,,"$112,000",,,$690,,,$610,,,,,
,,Mercer County,,,,"$194,230",,,"$1,200",,,"$1,050",,,,,
,,Metcalfe County,,,,"$101,830",,,$630,,,$550,,,,,
,,Monroe County,,,,"$121,950",,,$750,,,$660,,,,,
,,Montgomery County,,,,"$152,360",,,$940,,,$830,,,,,
,,Morgan County,,,,"$97,220",,,$600,,,$530,,,,,
,,Muhlenberg County,,,,"$124,100",,,$770,,,$670,,,,,
,,Nelson County,,,,"$215,160",,,"$1,330",,,"$1,180",,,,,
,,Nicholas County,,,,"$119,170",,,$740,,,$650,,,,,
,,Ohio County,,,,"$123,030",,,$760,,,$670,,,,,
,,Oldham County,,,,"$417,040",,,"$2,570",,,"$2,300",,,,,
,,Owen County,,,,"$162,000",,,"$1,000",,,$880,,,,,
,,Owsley County,,,,"$84,050",,,$520,,,$460,,,,,
,,Pendleton County,,,,"$165,970",,,"$1,020",,,$880,,,,,
,,Perry County,,,,"$99,360",,,$610,,,$540,,,,,
,,Pike County,,,,"$103,750",,,$640,,,$560,,,,,
,,Powell County,,,,"$132,130",,,$820,,,$720,,,,,
,,Pulaski County,,,,"$169,390",,,"$1,050",,,$920,,,,,
,,Robertson County,,,,"$153,650",,,$950,,,$830,,,,,
,,Rockcastle County,,,,"$107,390",,,$660,,,$580,,,,,
,,Rowan County,,,,"$160,500",,,$990,,,$870,,,,,
,,Russell County,,,,"$129,980",,,$800,,,$710,,,,,
,,Scott County,,,,"$258,270",,,"$1,590",,,"$1,400",,,,,
,,Shelby County,,,,"$261,040",,,"$1,610",,,"$1,440",,,,,
,,Simpson County,,,,"$191,230",,,"$1,180",,,"$1,040",,,,,
,,Spencer County,,,,"$303,970",,,"$1,880",,,"$1,670",,,,,
,,Taylor County,,,,"$167,890",,,"$1,040",,,$910,,,,,
,,Todd County,,,,"$135,550",,,$840,,,$740,,,,,
,,Trigg County,,,,"$181,470",,,"$1,120",,,"$1,010",,,,,
,,Trimble County,,,,"$160,950",,,$990,,,$890,,,,,
,,Union County,,,,"$116,820",,,$720,,,$630,,,,,
,,Warren County,,,,"$261,190",,,"$1,610",,,"$1,500",,,,,
,,Washington County,,,,"$169,920",,,"$1,050",,,$920,,,,,
,,Wayne County,,,,"$120,780",,,$750,,,$660,,,,,
,,Webster County,,,,"$92,130",,,$570,,,$500,,,,,
,,Whitley County,,,,"$122,380",,,$760,,,$660,,,,,
,,Wolfe County,,,,"$66,600",,,$410,,,$360,,,,,
,,Woodford County,,,,"$277,900",,,"$1,710",,,"$1,500",,,,,
Louisiana,,Acadia Parish,,,,"$158,800",,,$980,,,$840,,,,,
,,Allen Parish,,,,"$124,110",,,$770,,,$660,,,,,
,,Ascension Parish,,,,"$265,460",,,"$1,640",,,"$1,570",,,,,
,,Assumption Parish,,,,"$142,930",,,$880,,,$760,,,,,
,,Avoyelles Parish,,,,"$135,270",,,$830,,,$720,,,,,
,,Beauregard Parish,,,,"$164,380",,,"$1,010",,,$870,,,,,
,,Bienville Parish,,,,"$93,900",,,$580,,,$500,,,,,
,,Bossier Parish,,,,"$239,490",,,"$1,480",,,"$1,280",,,,,
,,Caddo Parish,,,,"$182,700",,,"$1,130",,,$970,,,,,
,,Calcasieu Parish,,,,"$211,270",,,"$1,300",,,"$1,260",,,,,
,,Caldwell Parish,,,,"$113,270",,,$700,,,$600,,,,,
,,Cameron Parish,,,,"$172,670",,,"$1,070",,,"$1,030",,,,,
,,Catahoula Parish,,,,"$99,920",,,$620,,,$530,,,,,
,,Claiborne Parish,,,,"$86,570",,,$530,,,$460,,,,,
,,Concordia Parish,,,,"$103,530",,,$640,,,$550,,,,,
,,De Soto Parish,,,,"$157,080",,,$970,,,$840,,,,,
,,East Baton Rouge Parish,,,,"$230,510",,,"$1,420",,,"$1,360",,,,,
,,East Carroll Parish,,,,"$79,460",,,$490,,,$420,,,,,
,,East Feliciana Parish,,,,"$201,660",,,"$1,240",,,"$1,190",,,,,
,,Evangeline Parish,,,,"$110,540",,,$680,,,$590,,,,,
,,Franklin Parish,,,,"$108,570",,,$670,,,$580,,,,,
,,Grant Parish,,,,"$137,700",,,$850,,,$740,,,,,
,,Iberia Parish,,,,"$162,310",,,"$1,000",,,$860,,,,,
,,Iberville Parish,,,,"$158,920",,,$980,,,$940,,,,,
,,Jackson Parish,,,,"$115,680",,,$710,,,$610,,,,,
,,Jefferson Parish,,,,"$262,880",,,"$1,620",,,"$1,520",,,,,
,,Jefferson Davis Parish,,,,"$163,950",,,"$1,010",,,$870,,,,,
,,Lafayette Parish,,,,"$221,800",,,"$1,370",,,"$1,330",,,,,
,,Lafourche Parish,,,,"$185,960",,,"$1,150",,,"$1,040",,,,,
,,LaSalle Parish,,,,"$131,880",,,$810,,,$700,,,,,
,,Lincoln Parish,,,,"$201,710",,,"$1,240",,,"$1,070",,,,,
,,Livingston Parish,,,,"$225,880",,,"$1,390",,,"$1,330",,,,,
,,Madison Parish,,,,"$96,530",,,$600,,,$510,,,,,
,,Morehouse Parish,,,,"$114,150",,,$700,,,$610,,,,,
,,Natchitoches Parish,,,,"$170,400",,,"$1,050",,,$900,,,,,
,,Orleans Parish,,,,"$304,190",,,"$1,880",,,"$1,760",,,,,
,,Ouachita Parish,,,,"$182,820",,,"$1,130",,,"$1,030",,,,,
,,Plaquemines Parish,,,,"$254,540",,,"$1,570",,,"$1,470",,,,,
,,Pointe Coupee Parish,,,,"$169,850",,,"$1,050",,,"$1,000",,,,,
,,Rapides Parish,,,,"$202,090",,,"$1,250",,,"$1,090",,,,,
,,Red River Parish,,,,"$108,460",,,$670,,,$580,,,,,
,,Richland Parish,,,,"$133,300",,,$820,,,$710,,,,,
,,Sabine Parish,,,,"$122,910",,,$760,,,$650,,,,,
,,St. Bernard Parish,,,,"$184,900",,,"$1,140",,,"$1,070",,,,,
,,St. Charles Parish,,,,"$249,820",,,"$1,540",,,"$1,440",,,,,
,,St. Helena Parish,,,,"$103,090",,,$640,,,$610,,,,,
,,St. James Parish,,,,"$202,690",,,"$1,250",,,"$1,080",,,,,
,,St. John the Baptist Parish,,,,"$174,050",,,"$1,070",,,"$1,010",,,,,
,,St. Landry Parish,,,,"$131,000",,,$810,,,$700,,,,,
,,St. Martin Parish,,,,"$135,740",,,$840,,,$810,,,,,
,,St. Mary Parish,,,,"$140,090",,,$860,,,$740,,,,,
,,St. Tammany Parish,,,,"$278,160",,,"$1,720",,,"$1,610",,,,,
,,Tangipahoa Parish,,,,"$208,820",,,"$1,290",,,"$1,110",,,,,
,,Tensas Parish,,,,"$85,690",,,$530,,,$450,,,,,
,,Terrebonne Parish,,,,"$193,040",,,"$1,190",,,"$1,080",,,,,
,,Union Parish,,,,"$120,340",,,$740,,,$680,,,,,
,,Vermilion Parish,,,,"$168,540",,,"$1,040",,,$890,,,,,
,,Vernon Parish,,,,"$155,300",,,$960,,,$820,,,,,
